set,k,QQ,x_b,t,phi_x,F,sigmaF,ReH,ReE,ReHt,dvcs
86.0,5.75,1.45,0.184,-0.2,51.87,1.3588774041818819,0.1277565,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,66.95,0.9966365642252821,0.11156104,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,82.03,0.5007906451576205,0.07836378,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,97.1,0.44296681183413356,0.045651965,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,112.17,0.32235739363989907,0.03873517,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,127.24,0.29448780154674153,0.048712928,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,142.31,0.14719444341437865,0.037347864,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,157.39,0.1809116173168973,0.048155196,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,172.46,0.2319913158948727,0.046232786,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,187.54,0.11515825522171871,0.054123886,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,202.61,0.17183912187053899,0.04646608,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,217.69,0.22086651634810145,0.03584825,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,232.76,0.18877967843211435,0.037835576,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,247.83,0.38026967169542764,0.054822177,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,262.9,0.3057151650729437,0.04974307,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,277.97,0.5993082434176684,0.060088906,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,293.05,0.8665631158645554,0.10142951,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,308.13,1.4400770988626566,0.13825047,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,321.08,2.15716592150222,0.20323785,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,333.03,3.4126765727996826,0.0,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
86.0,5.75,1.45,0.184,-0.2,352.5,6.47550106048584,0.0,3.126183424284783,-0.42962345869699115,-0.5447925271866771,0.06740700265698765
87.0,5.75,1.45,0.184,-0.26,7.5,8.124078750610352,0.0,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,28.99,2.578244686126709,0.0,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,39.83,1.6958627721012576,0.1936565,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,51.77,0.8473416632182307,0.10752604,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,66.89,0.601609416873367,0.072711065,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,81.99,0.4322920321459483,0.073150456,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,97.08,0.22474864548461385,0.03167875,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,112.16,0.21104156669592172,0.024723183,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,127.23,0.19104271034924802,0.029332979,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,142.31,0.135165010847251,0.034042556,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,157.38,0.12656066244208095,0.021803785,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,172.46,0.15897635319334197,0.0289323,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,187.54,0.11646545665565004,0.026910933,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,202.62,0.11347304587347766,0.037546095,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,217.69,0.10643844266013167,0.024587402,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,232.77,0.1629112962997859,0.024909236,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,247.84,0.17978767354898925,0.030361937,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,262.92,0.25691436433387427,0.036577526,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,278.01,0.3018805977165724,0.043835543,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,293.11,0.6145642958452191,0.059041645,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,308.23,0.7923751451680591,0.1211953,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,320.17,1.6717719496072752,0.19919215,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,331.01,2.578244686126709,0.0,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
87.0,5.75,1.45,0.184,-0.26,352.5,8.124041557312012,0.0,3.086736389032709,-0.47935095535115113,-0.5123973711832086,0.0656631465349337
88.0,5.75,1.45,0.184,-0.34,7.5,12.876309394836426,0.0,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,22.5,3.010791540145874,0.0,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,40.41,1.039381296092943,0.19262145,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,51.69,0.6016273743407153,0.057201825,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,66.84,0.342908696608443,0.052093267,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,81.96,0.20977013131241384,0.034924354,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,97.05,0.1550075519145927,0.020456076,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,112.14,0.12527741735070885,0.02029302,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,127.22,0.10587851463323145,0.023523865,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,142.3,0.1090533428466018,0.029592862,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,157.38,0.11273541836069927,0.02054359,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,172.46,0.06708675588175667,0.022159705,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,187.54,0.0781276058002221,0.035003547,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,202.62,0.06297375080907407,0.02505344,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,217.7,0.05924158345387733,0.022071479,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,232.78,0.07105132427477837,0.024797127,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,247.86,0.0931795388102666,0.021147616,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,262.95,0.15494395973333802,0.04909735,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,278.04,0.2906471296751285,0.043027792,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,293.16,0.3490422518844804,0.036734175,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,308.31,0.5731664922551697,0.06388039,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,319.59,0.8323352034922411,0.15027586,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,337.5,3.010791540145874,0.0,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
88.0,5.75,1.45,0.184,-0.34,352.5,12.876178741455078,0.0,2.9423870038587534,-0.5355664421640068,-0.46709078186356556,0.06323166974866365
89.0,5.75,1.45,0.184,-0.45,7.5,17.872093200683594,0.0,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,22.5,1.8983919620513916,0.0,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,39.69,0.5200390579558831,0.070685476,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,51.64,0.3384027833696516,0.028698945,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,66.8,0.1703485563221061,0.020281954,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,81.93,0.15866878077590027,0.019698512,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,97.04,0.09953637511452593,0.01506195,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,112.13,0.06145741809189351,0.013259087,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,127.22,0.061173892573946086,0.02128985,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,142.3,0.02641934653677387,0.029044721,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,157.38,0.08505445747245378,0.03173536,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,172.46,0.07894966045694997,0.047035765,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,187.54,0.06789129227399826,0.0,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,202.62,0.06899891793727875,0.0,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,217.7,0.0715140625834465,0.0,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,232.78,0.10705865746860259,0.02820722,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,247.87,0.10615619211985317,0.018644482,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,262.96,0.1056771343711675,0.015331604,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,278.07,0.1159123058133944,0.019896999,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,293.2,0.16526261622922664,0.023060719,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,308.36,0.3290115485593347,0.038025424,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,320.31,0.5816073378930111,0.064153366,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,337.5,1.898386836051941,0.0,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
89.0,5.75,1.45,0.184,-0.45,352.5,17.872093200683594,0.0,2.653863488060214,-0.5976754776656545,-0.4010605761845458,0.05967984398657741
90.0,5.75,1.62,0.185,-0.11,9.53,8.15873908996582,0.0,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,24.88,6.330843448638916,0.0,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,39.26,4.51492166519165,0.0,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,53.14,3.079642508605084,0.51393443,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,67.5,2.4310278873914744,0.23095696,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,82.13,1.5004770330917003,0.133955,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,97.18,1.2937755290295514,0.11781681,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,112.23,0.7464422125974408,0.09406432,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,127.28,0.807858004822038,0.09589619,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,142.34,0.7949980784328384,0.13799246,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,157.4,0.5446518261373913,0.082520105,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,172.47,0.6024457025593273,0.0728596,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,187.53,0.5783907586931663,0.075478315,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,202.6,0.583627049043318,0.06752799,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,217.66,0.745967905304967,0.12215848,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,232.72,0.7510194254264431,0.107033744,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,247.77,0.8593984104083812,0.117838286,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,262.82,0.9745547911296002,0.14778364,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,277.87,1.988639946994854,0.15692437,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,292.5,2.7346273232408866,0.2134633,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,306.86,3.230395378505193,0.32118106,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,320.74,4.51492166519165,0.0,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,335.12,6.330843448638916,0.0,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
90.0,5.75,1.62,0.185,-0.11,350.47,8.15873908996582,0.0,3.058761263559864,-0.33914850390104834,-0.5892663621608374,0.06951140688564447
91.0,5.75,1.63,0.185,-0.15,7.5,10.077969551086426,0.0,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,29.3,5.338478088378906,0.0,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,41.34,3.517158031463623,0.0,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,53.57,2.454532301299316,0.2515593,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,67.33,1.4028991546268774,0.1737604,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,82.07,1.155984314556643,0.14350422,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,97.14,0.829541005990813,0.0712811,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,112.21,0.6511371392854928,0.1039128,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,127.27,0.6707095959559729,0.08394847,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,142.33,0.519891870430103,0.049530067,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,157.4,0.4674566361964267,0.066612095,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,172.47,0.3388649104498646,0.061518077,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,187.53,0.34777141587689336,0.05196887,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,202.6,0.35342991460283324,0.050793607,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,217.67,0.4215652833532194,0.06599846,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,232.73,0.4353744955554909,0.06216126,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,247.79,0.5458885631252868,0.08851417,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,262.86,0.8476499941391692,0.08670392,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,277.93,1.2385478877458962,0.10321916,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,292.67,1.6358755537275411,0.16292034,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,306.43,2.664228911105568,0.2045965,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,318.66,3.517152786254883,0.0,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,330.7,5.338478088378906,0.0,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
91.0,5.75,1.63,0.185,-0.15,352.5,10.077969551086426,0.0,3.107113773819247,-0.3814473804844951,-0.5691574287257076,0.06841696000855384
92.0,5.75,1.63,0.185,-0.2,7.5,13.219560623168945,0.0,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,22.5,6.35308313369751,0.0,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,42.9,2.4228837490081787,0.0,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,54.03,1.4481958323992872,0.14762887,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,67.05,1.0555527886541494,0.097404554,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,82.04,0.7779760978709205,0.07671063,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,97.12,0.5548099346745181,0.084533446,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,112.19,0.3810458762913916,0.049020045,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,127.26,0.3056005182931216,0.057924714,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,142.33,0.2825819942423105,0.040990993,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,157.4,0.1747469393623275,0.036392864,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,172.47,0.23426393500480627,0.042474236,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,187.53,0.31271953010615117,0.040619615,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,202.6,0.21560569795690618,0.034229618,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,217.67,0.2790657229112465,0.03821442,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,232.74,0.24155629387798244,0.04092206,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,247.81,0.4197420887579282,0.045301333,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,262.88,0.4837279300224558,0.055674706,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,277.96,0.71016130791513,0.070564546,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,292.95,1.0667798408074944,0.11458133,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,305.97,1.4232775090391079,0.16823584,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,317.1,2.4228804111480713,0.0,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,337.5,6.353082656860352,0.0,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
92.0,5.75,1.63,0.185,-0.2,352.5,13.219560623168945,0.0,3.126531774029197,-0.42882083318548625,-0.5431302485509304,0.06700876562296355
93.0,5.75,1.63,0.185,-0.26,7.5,21.154489517211914,0.0,3.0870717283810762,-0.47862502921840366,-0.510611358974189,0.06525833266241382
93.0,5.75,1.63,0.185,-0.26,22.5,5.449723243713379,0.0,3.0870717283810762,-0.47862502921840366,-0.510611358974189,0.06525833266241382
93.0,5.75,1.63,0.185,-0.26,43.19,1.611053466796875,0.0,3.0870717283810762,-0.47862502921840366,-0.510611358974189,0.06525833266241382
93.0,5.75,1.63,0.185,-0.26,53.76,1.190405404457249,0.0896147,3.0870717283810762,-0.47862502921840366,-0.510611358974189,0.06525833266241382
93.0,5.75,1.63,0.185,-0.26,66.9,0.634965893156957,0.07944466,3.0870717283810762,-0.47862502921840366,-0.510611358974189,0.06525833266241382
93.0,5.75,1.63,0.185,-0.26,82.01,0.4502109154801683,0.06355268,3.0870717283810762,-0.47862502921840366,-0.510611358974189,0.06525833266241382
93.0,5.75,1.63,0.185,-0.26,97.1,0.34412314137087446,0.03279061,3.0870717283810762,-0.47862502921840366,-0.510611358974189,0.06525833266241382
93.0,5.75,1.63,0.185,-0.26,112.18,0.23660250247588965,0.029738124,3.0870717283810762,-0.47862502921840366,-0.510611358974189,0.06525833266241382
93.0,5.75,1.63,0.185,-0.26,127.25,0.20829266586165524,0.02985479,3.0870717283810762,-0.47862502921840366,-0.510611358974189,0.06525833266241382
93.0,5.75,1.63,0.185,-0.26,142.32,0.20853856366612938,0.030146262,3.0870717283810762,-0.47862502921840366,-0.510611358974189,0.06525833266241382
93.0,5.75,1.63,0.185,-0.26,157.4,0.14886343914982927,0.0225867,3.0870717283810762,-0.47862502921840366,-0.510611358974189,0.06525833266241382
93.0,5.75,1.63,0.185,-0.26,172.47,0.14783775092670645,0.024913302,3.0870717283810762,-0.47862502921840366,-0.510611358974189,0.06525833266241382
93.0,5.75,1.63,0.185,-0.26,187.53,0.18451700066554763,0.044432696,3.0870717283810762,-0.47862502921840366,-0.510611358974189,0.06525833266241382
93.0,5.75,1.63,0.185,-0.26,202.6,0.1140535947277036,0.027376192,3.0870717283810762,-0.47862502921840366,-0.510611358974189,0.06525833266241382
93.0,5.75,1.63,0.185,-0.26,217.68,0.20252798994771998,0.026824811,3.0870717283810762,-0.47862502921840366,-0.510611358974189,0.06525833266241382
93.0,5.75,1.63,0.185,-0.26,232.75,0.16512848697199276,0.033230588,3.0870717283810762,-0.47862502921840366,-0.510611358974189,0.06525833266241382
93.0,5.75,1.63,0.185,-0.26,247.82,0.2353565267486802,0.03176201,3.0870717283810762,-0.47862502921840366,-0.510611358974189,0.06525833266241382
